tag,algo,culprit_typ,fg_typ,n_flows,k,mem,epoch,all_time,err_flow_ratio,window,test,loc_prec,loc_recall,loc_f1,afg_prec,afg_recall,afg_f1
grouping_path,dleft,black,path,50000,4,100.0,10.0,40,0.25,0.1,2,0.0000,0.0000,0.0000,0.8026,0.8026,0.8026
